dependency_id,source_id,target_id,dependency_type,owning_module,description,failure_if_missing,journey_ids,status,last_reviewed_on
QUALITY-P9-DEP-052,F323,F163,BLOCK_MATERIAL_ISSUE,Quality,Active applicable quality hold MUST block Manufacturing material issue/consumption where the held scope applies.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-053,F323,F167,BLOCK_FINISHED_RELEASE,Quality,Active applicable quality hold MUST block unrestricted finished-goods release where the held scope applies.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-054,F324,F323,ATOMIC_RELEASE_GATE,Quality,Hold release and movement authorization share a race-safe transaction/version contract so movement cannot slip through a concurrent active hold.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-055,F326,F175,MFG_REWORK,Quality,Quality rework disposition invokes Manufacturing rework through public contract when production execution is required.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-056,F327,F139,STOCK_SCRAP,Quality,Quality scrap disposition invokes Stock removal/damaged/scrap movement through public contract.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-057,F327,F341,SCRAP_QUALITY_COST,Quality,Scrap cost contributes to internal failure cost-of-quality evidence.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-058,F328,F083,PROCUREMENT_RETURN,Quality,Return-to-supplier disposition invokes Procurement purchase return through public contract.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-059,F328,F055,CREDIT_CONTEXT,Quality,"Supplier return/credit financial consequences remain owned by Procurement/Accounting contracts, not Quality private writes.","Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-060,F329,F041,APPROVAL_PATTERN,Quality,Use-as-is follows governed maker-checker approval semantics comparable to shared approval controls.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-061,F334,F089,SUPPLIER_PERFORMANCE,Quality,Supplier quality contributes governed quality metrics to Procurement supplier performance.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-062,F334,F090,SUPPLIER_RATING,Quality,Supplier quality evidence may feed Procurement supplier rating through public contract.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-063,F335,F343,SUPPORT_TICKET,Quality,Customer quality complaint links to Support case/ticket context.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-064,F335,F138,CUSTOMER_RETURN,Quality,Complaint/quality investigation can consume Sales/Stock return evidence without taking ownership of return accounting.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-065,F336,F259,ASSET_CALIBRATION,Quality,Quality instrument validity consumes authoritative Assets calibration identity/status/certificates through public contract.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-066,F337,F331,AUDIT_FINDING_CAPA,Quality,Audit finding can initiate CAPA with stable linkage.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-067,F338,F339,COA_TRACE,Quality,CoA binds exact lot/batch genealogy and inspection/specification versions.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-068,F339,F141,STOCK_GENEALOGY,Quality,Quality traceability consumes Stock batch/serial movement genealogy.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-069,F339,F177,MFG_SERIAL_GENEALOGY,Quality,Quality traceability consumes Manufacturing batch/serial genealogy where applicable.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-070,F341,F454,QUALITY_COST_GL,Quality,Quality-cost reporting reconciles to Accounting GL/cost-center evidence; Accounting remains journal authority.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-071,F341,F460,QUALITY_COST_CENTER,Quality,Quality costs retain cost-center/dimension linkage where configured.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
QUALITY-P9-DEP-072,F342,F341,KPI_COST,Quality,Quality KPI dashboard consumes governed quality-cost metrics with formula lineage.,"Quality, material-flow, supplier/customer or financial truth may diverge, bypass a hold, or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-001,F343,F344,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-002,F344,F345,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-003,F345,F346,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-004,F346,F347,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-005,F347,F348,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-006,F348,F349,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-007,F349,F350,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-008,F350,F351,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-009,F351,F352,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-010,F352,F353,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-011,F353,F354,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-012,F354,F355,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-013,F355,F356,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-014,F356,F357,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-015,F357,F358,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-016,F358,F359,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-017,F359,F360,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-018,F360,F361,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-019,F361,F362,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-020,F362,F363,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-021,F363,F364,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-022,F364,F365,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-023,F365,F366,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-024,F366,F367,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-025,F367,F368,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-026,F368,F369,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-027,F369,F370,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-028,F370,F371,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-029,F371,F372,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-030,F372,F373,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-031,F373,F374,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-032,F374,F375,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
SUPPORT-P10-DEP-033,F375,F376,SEQUENCE_OR_SEMANTIC,Support / Customer Service,Adjacent Support capabilities have an explicit lifecycle/semantic dependency.,"Ticket history, visibility, SLA, routing, entitlement or cross-module service truth could diverge or become unauditable.",,APPROVED,2026-08-31
