planned_test_id,authority_type,authority_id,requirement_id,requirement_type,verification_type,priority,objective,required_environment,status,execution_evidence,owner
PVT-F251-CALC-001,BUSINESS_FEATURE,F251,F251-CALC-001,CALC,GOLDEN_PROPERTY,MUST,Verify approved requirement F251-CALC-001: Deterministic calculation,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-UX-001,BUSINESS_FEATURE,F251,F251-UX-001,UX,UI_ACCESSIBILITY,MUST,Verify approved requirement F251-UX-001: Desktop workspace,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-UX-002,BUSINESS_FEATURE,F251,F251-UX-002,UX,UI_ACCESSIBILITY,MUST,Verify approved requirement F251-UX-002: Mobile/field workflow,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-UX-003,BUSINESS_FEATURE,F251,F251-UX-003,UX,UI_ACCESSIBILITY,MUST,Verify approved requirement F251-UX-003: Accessible interaction,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-SEC-001,BUSINESS_FEATURE,F251,F251-SEC-001,SEC,SECURITY_NEGATIVE,MUST,Verify approved requirement F251-SEC-001: Authorization and scope,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-SEC-002,BUSINESS_FEATURE,F251,F251-SEC-002,SEC,SECURITY_NEGATIVE,MUST,Verify approved requirement F251-SEC-002: Segregation of duties,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-AUTO-001,BUSINESS_FEATURE,F251,F251-AUTO-001,AUTO,ASYNC_IDEMPOTENCY,MUST,Verify approved requirement F251-AUTO-001: Automation boundary,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-APP-001,BUSINESS_FEATURE,F251,F251-APP-001,APP,APPROVAL_SOD,MUST,Verify approved requirement F251-APP-001: Approval contract,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-NOTIF-001,BUSINESS_FEATURE,F251,F251-NOTIF-001,NOTIF,NOTIFICATION_DELIVERY,MUST,Verify approved requirement F251-NOTIF-001: Notification contract,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-REP-001,BUSINESS_FEATURE,F251,F251-REP-001,REP,REPORT_RECONCILIATION,MUST,Verify approved requirement F251-REP-001: Reporting contract,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-AI-001,BUSINESS_FEATURE,F251,F251-AI-001,AI,AI_EVALUATION,MUST,Verify approved requirement F251-AI-001: AI boundary,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-INT-001,BUSINESS_FEATURE,F251,F251-INT-001,INT,INTEGRATION_CONTRACT,MUST,Verify approved requirement F251-INT-001: Inbound integration,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-INT-002,BUSINESS_FEATURE,F251,F251-INT-002,INT,INTEGRATION_CONTRACT,MUST,Verify approved requirement F251-INT-002: Outbound integration,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-API-001,BUSINESS_FEATURE,F251,F251-API-001,API,API_CONTRACT,MUST,Verify approved requirement F251-API-001: Command contract,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-API-002,BUSINESS_FEATURE,F251,F251-API-002,API,API_CONTRACT,MUST,Verify approved requirement F251-API-002: Query contract,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-PERF-001,BUSINESS_FEATURE,F251,F251-PERF-001,PERF,PERFORMANCE,MUST,Verify approved requirement F251-PERF-001: Scale envelope,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-OBS-001,BUSINESS_FEATURE,F251,F251-OBS-001,OBS,OBSERVABILITY,MUST,Verify approved requirement F251-OBS-001: Observability and recovery,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-E2E-001,BUSINESS_FEATURE,F251,F251-E2E-001,E2E,BROWSER_E2E,MUST,Verify approved requirement F251-E2E-001: Happy-path browser E2E,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-E2E-002,BUSINESS_FEATURE,F251,F251-E2E-002,E2E,BROWSER_E2E,MUST,Verify approved requirement F251-E2E-002: Failure/reversal/security E2E,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-UAT-001,BUSINESS_FEATURE,F251,F251-UAT-001,UAT,HUMAN_UAT,MUST,Verify approved requirement F251-UAT-001: Operator UAT,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F251-UAT-002,BUSINESS_FEATURE,F251,F251-UAT-002,UAT,HUMAN_UAT,MUST,Verify approved requirement F251-UAT-002: Controller/auditor UAT,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-CAP-001,BUSINESS_FEATURE,F252,F252-CAP-001,CAP,CAPABILITY_ACCEPTANCE,MUST,Verify approved requirement F252-CAP-001: Core sub-capability,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-CAP-002,BUSINESS_FEATURE,F252,F252-CAP-002,CAP,CAPABILITY_ACCEPTANCE,MUST,Verify approved requirement F252-CAP-002: Governance sub-capability,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-CAP-003,BUSINESS_FEATURE,F252,F252-CAP-003,CAP,CAPABILITY_ACCEPTANCE,MUST,Verify approved requirement F252-CAP-003: Integration and evidence sub-capability,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-FR-001,BUSINESS_FEATURE,F252,F252-FR-001,FR,DOMAIN_UNIT,MUST,Verify approved requirement F252-FR-001: Operate lifecycle,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-FR-002,BUSINESS_FEATURE,F252,F252-FR-002,FR,DOMAIN_UNIT,MUST,Verify approved requirement F252-FR-002: Inspect and resolve,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-FR-003,BUSINESS_FEATURE,F252,F252-FR-003,FR,DOMAIN_UNIT,MUST,Verify approved requirement F252-FR-003: Correct safely,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-US-001,BUSINESS_FEATURE,F252,F252-US-001,US,UX_ACCEPTANCE,MUST,Verify approved requirement F252-US-001: Operator story,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-US-002,BUSINESS_FEATURE,F252,F252-US-002,US,UX_ACCEPTANCE,MUST,Verify approved requirement F252-US-002: Controller/auditor story,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-FLOW-001,BUSINESS_FEATURE,F252,F252-FLOW-001,FLOW,FLOW_INTEGRATION,MUST,Verify approved requirement F252-FLOW-001: Primary flow,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-FLOW-002,BUSINESS_FEATURE,F252,F252-FLOW-002,FLOW,FLOW_INTEGRATION,MUST,Verify approved requirement F252-FLOW-002: Exception/retry/reversal flow,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-BR-001,BUSINESS_FEATURE,F252,F252-BR-001,BR,DOMAIN_PROPERTY,MUST,Verify approved requirement F252-BR-001: Deterministic invariant,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-BR-002,BUSINESS_FEATURE,F252,F252-BR-002,BR,DOMAIN_PROPERTY,MUST,Verify approved requirement F252-BR-002: Historical truth,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-DATA-001,BUSINESS_FEATURE,F252,F252-DATA-001,DATA,DATABASE_CONSTRAINT,MUST,Verify approved requirement F252-DATA-001: Primary data contract,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-DATA-002,BUSINESS_FEATURE,F252,F252-DATA-002,DATA,DATABASE_CONSTRAINT,MUST,Verify approved requirement F252-DATA-002: History/evidence data,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-VAL-001,BUSINESS_FEATURE,F252,F252-VAL-001,VAL,VALIDATION_NEGATIVE,MUST,Verify approved requirement F252-VAL-001: Input/reference validation,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-VAL-002,BUSINESS_FEATURE,F252,F252-VAL-002,VAL,VALIDATION_NEGATIVE,MUST,Verify approved requirement F252-VAL-002: Cross-record/state validation,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-CALC-001,BUSINESS_FEATURE,F252,F252-CALC-001,CALC,GOLDEN_PROPERTY,MUST,Verify approved requirement F252-CALC-001: Deterministic calculation,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-UX-001,BUSINESS_FEATURE,F252,F252-UX-001,UX,UI_ACCESSIBILITY,MUST,Verify approved requirement F252-UX-001: Desktop workspace,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-UX-002,BUSINESS_FEATURE,F252,F252-UX-002,UX,UI_ACCESSIBILITY,MUST,Verify approved requirement F252-UX-002: Mobile/field workflow,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-UX-003,BUSINESS_FEATURE,F252,F252-UX-003,UX,UI_ACCESSIBILITY,MUST,Verify approved requirement F252-UX-003: Accessible interaction,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-SEC-001,BUSINESS_FEATURE,F252,F252-SEC-001,SEC,SECURITY_NEGATIVE,MUST,Verify approved requirement F252-SEC-001: Authorization and scope,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-SEC-002,BUSINESS_FEATURE,F252,F252-SEC-002,SEC,SECURITY_NEGATIVE,MUST,Verify approved requirement F252-SEC-002: Segregation of duties,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-AUTO-001,BUSINESS_FEATURE,F252,F252-AUTO-001,AUTO,ASYNC_IDEMPOTENCY,MUST,Verify approved requirement F252-AUTO-001: Automation boundary,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-APP-001,BUSINESS_FEATURE,F252,F252-APP-001,APP,APPROVAL_SOD,MUST,Verify approved requirement F252-APP-001: Approval contract,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-NOTIF-001,BUSINESS_FEATURE,F252,F252-NOTIF-001,NOTIF,NOTIFICATION_DELIVERY,MUST,Verify approved requirement F252-NOTIF-001: Notification contract,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-REP-001,BUSINESS_FEATURE,F252,F252-REP-001,REP,REPORT_RECONCILIATION,MUST,Verify approved requirement F252-REP-001: Reporting contract,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-AI-001,BUSINESS_FEATURE,F252,F252-AI-001,AI,AI_EVALUATION,MUST,Verify approved requirement F252-AI-001: AI boundary,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-INT-001,BUSINESS_FEATURE,F252,F252-INT-001,INT,INTEGRATION_CONTRACT,MUST,Verify approved requirement F252-INT-001: Inbound integration,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-INT-002,BUSINESS_FEATURE,F252,F252-INT-002,INT,INTEGRATION_CONTRACT,MUST,Verify approved requirement F252-INT-002: Outbound integration,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-API-001,BUSINESS_FEATURE,F252,F252-API-001,API,API_CONTRACT,MUST,Verify approved requirement F252-API-001: Command contract,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-API-002,BUSINESS_FEATURE,F252,F252-API-002,API,API_CONTRACT,MUST,Verify approved requirement F252-API-002: Query contract,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-PERF-001,BUSINESS_FEATURE,F252,F252-PERF-001,PERF,PERFORMANCE,MUST,Verify approved requirement F252-PERF-001: Scale envelope,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-OBS-001,BUSINESS_FEATURE,F252,F252-OBS-001,OBS,OBSERVABILITY,MUST,Verify approved requirement F252-OBS-001: Observability and recovery,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-E2E-001,BUSINESS_FEATURE,F252,F252-E2E-001,E2E,BROWSER_E2E,MUST,Verify approved requirement F252-E2E-001: Happy-path browser E2E,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-E2E-002,BUSINESS_FEATURE,F252,F252-E2E-002,E2E,BROWSER_E2E,MUST,Verify approved requirement F252-E2E-002: Failure/reversal/security E2E,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-UAT-001,BUSINESS_FEATURE,F252,F252-UAT-001,UAT,HUMAN_UAT,MUST,Verify approved requirement F252-UAT-001: Operator UAT,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F252-UAT-002,BUSINESS_FEATURE,F252,F252-UAT-002,UAT,HUMAN_UAT,MUST,Verify approved requirement F252-UAT-002: Controller/auditor UAT,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-CAP-001,BUSINESS_FEATURE,F253,F253-CAP-001,CAP,CAPABILITY_ACCEPTANCE,MUST,Verify approved requirement F253-CAP-001: Core sub-capability,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-CAP-002,BUSINESS_FEATURE,F253,F253-CAP-002,CAP,CAPABILITY_ACCEPTANCE,MUST,Verify approved requirement F253-CAP-002: Governance sub-capability,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-CAP-003,BUSINESS_FEATURE,F253,F253-CAP-003,CAP,CAPABILITY_ACCEPTANCE,MUST,Verify approved requirement F253-CAP-003: Integration and evidence sub-capability,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-FR-001,BUSINESS_FEATURE,F253,F253-FR-001,FR,DOMAIN_UNIT,MUST,Verify approved requirement F253-FR-001: Operate lifecycle,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-FR-002,BUSINESS_FEATURE,F253,F253-FR-002,FR,DOMAIN_UNIT,MUST,Verify approved requirement F253-FR-002: Inspect and resolve,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-FR-003,BUSINESS_FEATURE,F253,F253-FR-003,FR,DOMAIN_UNIT,MUST,Verify approved requirement F253-FR-003: Correct safely,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-US-001,BUSINESS_FEATURE,F253,F253-US-001,US,UX_ACCEPTANCE,MUST,Verify approved requirement F253-US-001: Operator story,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-US-002,BUSINESS_FEATURE,F253,F253-US-002,US,UX_ACCEPTANCE,MUST,Verify approved requirement F253-US-002: Controller/auditor story,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-FLOW-001,BUSINESS_FEATURE,F253,F253-FLOW-001,FLOW,FLOW_INTEGRATION,MUST,Verify approved requirement F253-FLOW-001: Primary flow,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-FLOW-002,BUSINESS_FEATURE,F253,F253-FLOW-002,FLOW,FLOW_INTEGRATION,MUST,Verify approved requirement F253-FLOW-002: Exception/retry/reversal flow,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-BR-001,BUSINESS_FEATURE,F253,F253-BR-001,BR,DOMAIN_PROPERTY,MUST,Verify approved requirement F253-BR-001: Deterministic invariant,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-BR-002,BUSINESS_FEATURE,F253,F253-BR-002,BR,DOMAIN_PROPERTY,MUST,Verify approved requirement F253-BR-002: Historical truth,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-DATA-001,BUSINESS_FEATURE,F253,F253-DATA-001,DATA,DATABASE_CONSTRAINT,MUST,Verify approved requirement F253-DATA-001: Primary data contract,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-DATA-002,BUSINESS_FEATURE,F253,F253-DATA-002,DATA,DATABASE_CONSTRAINT,MUST,Verify approved requirement F253-DATA-002: History/evidence data,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
PVT-F253-VAL-001,BUSINESS_FEATURE,F253,F253-VAL-001,VAL,VALIDATION_NEGATIVE,MUST,Verify approved requirement F253-VAL-001: Input/reference validation,CI/STAGING as appropriate,PLANNED,NOT_EXECUTED_PLANNING_ONLY,Implementation Verification AI + human UAT owner where required
