feature_id,historical_index,scope,module,category,feature_number,feature_name,source_section,status,uat_status,priority,ui_evidence,service_evidence,database_evidence,permission_evidence,test_evidence,cross_module_evidence,primary_gap,secondary_gap,blocker_type,recommended_prompt,notes
SUP-061,488,module,Support and Customer Service,Service analytics,61,Reopen rate,Service analytics,FOUNDATION_ONLY,NOT_READY,P3,,,tenant.support_ticket_status_history captures every reopen transition,,,,Raw transition data exists; no reopen-rate metric/report is ever computed from it,,MISSING_SERVICE,73,
SUP-062,489,module,Support and Customer Service,Service analytics,62,Escalation rate,Service analytics,MISSING,NOT_READY,P3,,,,,,,No escalation-rate report exists,"Depends on escalations (item 20/33), which are entirely dead schema",MISSING_SERVICE,73,
SUP-063,490,module,Support and Customer Service,Service analytics,63,Agent productivity,Service analytics,MISSING,NOT_READY,P3,,,,,,,No per-agent productivity report exists anywhere,,MISSING_SERVICE,73,
SUP-064,491,module,Support and Customer Service,Service analytics,64,Backlog ageing,Service analytics,MISSING,NOT_READY,P2,,,,,,,No backlog-ageing report exists anywhere,,MISSING_SERVICE,74,
SUP-065,492,module,Support and Customer Service,Service analytics,65,Customer satisfaction,Service analytics,MISSING,NOT_READY,P2,,,support_tickets.satisfaction_score (never read or written),,,,No customer-satisfaction reporting exists,Same evidence as items 45/46,MISSING_SERVICE,74,
SUP-066,493,module,Support and Customer Service,Service analytics,66,Root-cause trends,Service analytics,MISSING,NOT_READY,P3,,,support_tickets.resolution_code/resolution_summary captured per ticket,,,,Per-ticket resolution data exists; no trend/aggregation report is ever computed,,MISSING_SERVICE,74,
SUP-067,494,module,Support and Customer Service,Advanced,67,Omnichannel inbox,Advanced,MISSING,NOT_READY,P3,,,,,,,No unified omnichannel inbox exists,,MISSING_SERVICE,74,Confirmed in Prompt 11 (SUP-014).
SUP-068,495,module,Support and Customer Service,Advanced,68,AI ticket classification,Advanced,MISSING,BLOCKED,P3,,,,,,,No AI/ML SDK or provider dependency exists anywhere in the monorepo,,MISSING_PROVIDER,74,"Repository-wide search confirms no AI/ML dependency; this is a genuine capability gap, not merely unwired code."
SUP-069,496,module,Support and Customer Service,Advanced,69,AI response suggestions,Advanced,MISSING,BLOCKED,P3,,,,,,,No AI/ML SDK or provider dependency exists anywhere in the monorepo,,MISSING_PROVIDER,74,
SUP-070,497,module,Support and Customer Service,Advanced,70,AI ticket summaries,Advanced,MISSING,BLOCKED,P3,,,,,,,No AI/ML SDK or provider dependency exists anywhere in the monorepo,,MISSING_PROVIDER,74,
SUP-071,498,module,Support and Customer Service,Advanced,71,Chatbot and virtual agent,Advanced,MISSING,BLOCKED,P3,,,,,,,No chatbot/conversational-AI framework or provider integration exists anywhere,,MISSING_PROVIDER,74,
SUP-072,499,module,Support and Customer Service,Advanced,72,Sentiment detection,Advanced,MISSING,BLOCKED,P3,,,,,,,No sentiment-analysis provider or model exists anywhere,,MISSING_PROVIDER,74,
SUP-073,500,module,Support and Customer Service,Advanced,73,Predictive escalation,Advanced,MISSING,BLOCKED,P3,,,,,,,No predictive-modeling capability exists anywhere; escalations themselves are dead schema (item 20/33),,MISSING_PROVIDER,74,
SUP-074,501,module,Support and Customer Service,Advanced,74,Field-service integration,Advanced,MISSING,BLOCKED,P3,,,,,,,No field-service workflow or mobile field-technician capability exists anywhere,,MISSING_INTEGRATION,74,
SUP-075,502,module,Support and Customer Service,Advanced,75,Remote support and screen-sharing integration,Advanced,MISSING,BLOCKED,P3,,,,,,,No remote-support/screen-sharing tool integration exists anywhere,,MISSING_PROVIDER,74,
QUAL-001,503,module,Quality Management,Quality setup,1,Quality policies and objectives,Quality setup,FOUNDATION_ONLY,NOT_READY,P2,,services/api/src/quality/index.js (completeInspection reads quality_settings),database/tenant/migrations/049_quality_module.sql (quality_settings),packages/permissions/src/quality.js (quality.settings.manage),,,"quality_settings row (require_release_approval, prohibit_self_release, auto_hold_on_failure, require_capa_verification) is real and read at inspection completion, but no function anywhere ever inserts/updates it.","Policy is effectively read-only in practice — always the migration default, no way to configure per tenant",MISSING_SERVICE,65,Confirms Prompt 11 QUAL-001 finding still holds.
QUAL-002,504,module,Quality Management,Quality setup,2,Quality standards,Quality setup,MISSING,NOT_READY,P2,,,database/tenant/migrations/049_quality_module.sql,,,,No dedicated 'standards' table/concept beyond the generic plan/inspection-point limits.,,MISSING_DB,65,
QUAL-003,505,module,Quality Management,Quality setup,3,Inspection types,Quality setup,FOUNDATION_ONLY,NOT_READY,P2,,services/api/src/quality/index.js,database/tenant/migrations/049_quality_module.sql (quality_inspections.inspection_type),,,,"inspection_type is validated as a free-form string (zod .string()), not an enum or managed catalog.",No managed catalog of inspection types — free text only,MISSING_DB,65,
QUAL-004,506,module,Quality Management,Quality setup,4,Inspection plans,Quality setup,PARTIAL,NOT_READY,P1,apps/web/src/app/(app)/quality/[resource]/page.tsx,services/api/src/quality/index.js (createQualityPlan),"database/tenant/migrations/049_quality_module.sql (quality_plans, quality_inspection_points)",packages/permissions/src/quality.js (quality.plan.manage),,,"createQualityPlan is real with a full field set (sampling, limits, effective dates, points) and a working POST route.",No UI form to create a plan — only a read-only resource list page,MISSING_UI,65,
QUAL-005,507,module,Quality Management,Quality setup,5,Test parameters,Quality setup,PARTIAL,NOT_READY,P1,,services/api/src/quality/index.js (createQualityPlan inserts quality_inspection_points),database/tenant/migrations/049_quality_module.sql (quality_inspection_points),,,,"Real, created as part of plan creation (characteristic, method, result_type, limits, unit, allowed_values, critical/destructive flags).",No dedicated UI,MISSING_UI,65,
QUAL-006,508,module,Quality Management,Quality setup,6,Specifications and tolerance limits,Quality setup,FOUNDATION_ONLY,NOT_READY,P1,,services/api/src/quality/index.js,database/tenant/migrations/049_quality_module.sql (quality_inspection_points.lower_limit/target_value/upper_limit),,,,"Limits are real stored data, but completeInspection never compares numeric_value against them — resultStatus (pass/fail) is always supplied directly by the caller.",Stored limits are never actually enforced/compared against captured results,MISSING_SERVICE,65,"Directly related to QUAL-022 (Automatic pass/fail calculation), which is the same underlying gap."
QUAL-007,509,module,Quality Management,Quality setup,7,Sampling plans,Quality setup,FOUNDATION_ONLY,NOT_READY,P2,,services/api/src/quality/index.js,database/tenant/migrations/049_quality_module.sql (quality_plans.sampling_method/sampling_value),,,,"Config is stored on the plan, but no logic anywhere derives a sample size or selects samples from sampling_method/sampling_value — sample_quantity on an inspection is just a plain caller-supplied number.",Sampling configuration is never functionally applied,MISSING_SERVICE,65,
QUAL-008,510,module,Quality Management,Quality setup,8,Inspection frequencies,Quality setup,MISSING,NOT_READY,P2,,,database/tenant/migrations/049_quality_module.sql,,,,No frequency/schedule field or scheduling logic anywhere in the quality module.,,MISSING_DB,65,
QUAL-009,511,module,Quality Management,Quality setup,9,Quality checklists,Quality setup,PARTIAL,NOT_READY,P2,,services/api/src/quality/index.js (createQualityPlan inspection points),database/tenant/migrations/049_quality_module.sql (quality_inspection_points),,,,Ordered inspection_points act as a real checklist attached to a plan.,"No dedicated UI, and no distinct 'checklist' concept separate from a plan's points",MISSING_UI,65,
QUAL-010,512,module,Quality Management,Quality setup,10,Product and supplier quality requirements,Quality setup,PARTIAL,NOT_READY,P2,,services/api/src/quality/index.js,database/tenant/migrations/049_quality_module.sql (quality_plans.item_id/item_group_id/supplier_id),,,,"Real linkage columns let a plan target a specific product, item group, or supplier.","No UI, and no distinct 'requirements' entity beyond a plan itself",MISSING_UI,65,
QUAL-011,513,module,Quality Management,Inspections,11,Incoming-material inspection,Inspections,PARTIAL,NOT_READY,P1,apps/web/src/app/(app)/quality/[resource]/page.tsx,"services/api/src/quality/index.js (createInspection, source_type='procurement_receipt')",database/tenant/migrations/049_quality_module.sql (quality_inspections),packages/permissions/src/quality.js (quality.inspect),,,"Real, working via API — source_type enum genuinely includes procurement_receipt.",No UI form,MISSING_UI,19,
QUAL-012,514,module,Quality Management,Inspections,12,In-process inspection,Inspections,PARTIAL,NOT_READY,P1,apps/web/src/app/(app)/quality/[resource]/page.tsx,"services/api/src/quality/index.js (plan_type='in_process', source_type='manufacturing_work_order'/'manufacturing_posting')",database/tenant/migrations/049_quality_module.sql,packages/permissions/src/quality.js,,,"Real, working via API.",No UI form,MISSING_UI,65,
QUAL-013,515,module,Quality Management,Inspections,13,Final-product inspection,Inspections,PARTIAL,NOT_READY,P1,apps/web/src/app/(app)/quality/[resource]/page.tsx,services/api/src/quality/index.js (plan_type='final'),database/tenant/migrations/049_quality_module.sql,packages/permissions/src/quality.js,,,"Real, working via API.",No UI form,MISSING_UI,65,
QUAL-014,516,module,Quality Management,Inspections,14,Pre-dispatch inspection,Inspections,MISSING,NOT_READY,P2,,services/api/src/quality/index.js,database/tenant/migrations/049_quality_module.sql (quality_plans.plan_type / quality_inspections.source_type enums),,,,Neither plan_type nor source_type has a distinct pre-dispatch/shipment value; 'final' could be reused informally but nothing dedicated exists.,,MISSING_DB,65,
QUAL-015,517,module,Quality Management,Inspections,15,Returned-product inspection,Inspections,PARTIAL,NOT_READY,P1,apps/web/src/app/(app)/quality/[resource]/page.tsx,"services/api/src/quality/index.js (plan_type='customer_return', source_type='sales_return'/'pos_return')",database/tenant/migrations/049_quality_module.sql,packages/permissions/src/quality.js,,,Real and well-modeled — even POS returns can feed a quality inspection via source_type='pos_return'.,No UI form,MISSING_UI,65,
QUAL-016,518,module,Quality Management,Inspections,16,First-article inspection,Inspections,MISSING,NOT_READY,P2,,,database/tenant/migrations/049_quality_module.sql,,,,No distinct first-article-inspection type in plan_type or source_type enums.,,MISSING_DB,66,
QUAL-017,519,module,Quality Management,Inspections,17,Asset and equipment inspection,Inspections,MISSING,NOT_READY,P2,,,database/tenant/migrations/049_quality_module.sql,,,No linkage to the Assets module found anywhere in quality schema or service.,source_type enum has no 'asset'/'equipment' value.,,MISSING_DB,66,
QUAL-018,520,module,Quality Management,Inspections,18,Ad hoc inspection,Inspections,PARTIAL,NOT_READY,P2,apps/web/src/app/(app)/quality/[resource]/page.tsx,services/api/src/quality/index.js (source_type='manual'),database/tenant/migrations/049_quality_module.sql,packages/permissions/src/quality.js,,,Real — an inspection can be created with no upstream source.,No UI form,MISSING_UI,66,
QUAL-019,521,module,Quality Management,Inspections,19,Mobile inspection entry,Inspections,MISSING,NOT_READY,P2,,,,,,apps/mobile/src/core/modules/catalog.ts only maps an icon/label ('shield-checkmark-outline') for 'quality' — no functional mobile quality screens exist anywhere in apps/mobile.,No functional mobile inspection-entry surface exists.,,MISSING_UI,66,Confirms the program's known fact that apps/mobile has no real Quality presence.
QUAL-020,522,module,Quality Management,Inspections,20,Photo and attachment evidence,Inspections,MISSING,NOT_READY,P2,,,database/tenant/migrations/049_quality_module.sql,,,,quality_inspection_results has numeric_value/boolean_value/text_value/remarks only — no photo/attachment/file-reference column anywhere in the quality schema.,,MISSING_DB,66,
QUAL-021,523,module,Quality Management,Inspections,21,Instrument and measurement capture,Inspections,FOUNDATION_ONLY,NOT_READY,P2,,services/api/src/quality/index.js,database/tenant/migrations/049_quality_module.sql (quality_inspection_results.numeric_value),,,,A bare numeric measurement can be manually recorded per sample.,No instrument/device-identity field and no calibration linkage (QUAL-058 is entirely missing),MISSING_DB,66,
